h5_num	sample	tx	weeks	celltype	subtype	n_cells	total_umis	prnp_umis	malat1_umis	rnaseh1_umis	subtype_fct	txc	prnp_rpm	total_umis_pseudocount	fit_resid	color	x	y	point_estimate	model
1	f2-acsf-cb	acsf	13	glia	astrocyte	342	2746675	311	NA	105	astrocyte	_ctl	113.22781180882339	2746675	0.28189076152747505	#A9A9A9	7	6	1.3256339018545145	13-aso7
1	f2-acsf-cb	acsf	13	glia	Bergmann glia	252	1543058	68	NA	55	Bergmann glia	_ctl	44.06833702945709	1543058	-0.004606829072215345	#A9A9A9	6	7	0.9954037660885592	13-aso7
1	f2-acsf-cb	acsf	13	glia	microglia	51	236270	40	NA	8	microglia	_ctl	169.2978372201295	236270	0.6446874852606924	#A9A9A9	10	3	1.9053914732972033	13-aso7
1	f2-acsf-cb	acsf	13	glia	oligodendrocyte	400	2659927	425	NA	113	oligodendrocyte	_ctl	159.77882099771912	2659927	0.23357981065699837	#A9A9A9	8	5	1.2631136337971434	13-aso7
1	f2-acsf-cb	acsf	13	glia	OPC	75	504860	37	NA	9	OPC	_ctl	73.28764409935428	504860	0.5761577607380073	#A9A9A9	9	4	1.7791892103658933	13-aso7
1	f2-acsf-cb	acsf	13	neuron	Golgi	6	227130	10	NA	7	Golgi	_ctl	44.027649363800464	227130	0.2103097197320205	#A9A9A9	4	9	1.2340602135720755	13-aso7
1	f2-acsf-cb	acsf	13	neuron	granule	3533	22216443	4830	NA	700	granule	_ctl	217.40653983178134	22216443	0.3125232190387485	#A9A9A9	1	12	1.3668696782053658	13-aso7
1	f2-acsf-cb	acsf	13	neuron	MLI	381	4740601	696	NA	195	MLI	_ctl	146.81682765539642	4740601	0.08055566081880405	#A9A9A9	3	10	1.083889175122249	13-aso7
1	f2-acsf-cb	acsf	13	neuron	Purkinje	12	589526	52	NA	15	Purkinje	_ctl	88.20645739119225	589526	0.692727430497798	#A9A9A9	2	11	1.9991606760411706	13-aso7
1	f2-acsf-cb	acsf	13	neuron	UBC	38	813953	67	NA	39	UBC	_ctl	82.31433510288677	813953	0.3588539806062753	#A9A9A9	5	8	1.4316877321332846	13-aso7
1	f2-acsf-cb	acsf	13	other	endothelial stalk	47	233588	22	NA	8	endothelial stalk	_ctl	94.18292035549771	233588	0.3546890001287148	#A9A9A9	11	2	1.425737181245172	13-aso7
1	f2-acsf-cb	acsf	13	other	pericyte/fibroblast	18	57177	2	NA	1	pericyte/fibroblast	_ctl	34.979099987757316	57177	-0.41112687186144425	#A9A9A9	12	1	0.6629028225502507	13-aso7
2	m1-acsf-cb_2	acsf	13	glia	astrocyte	204	2229529	241	NA	87	astrocyte	_ctl	108.09457961748872	2229529	0.22377568522486468	#A9A9A9	7	6	1.2507904171867519	13-aso7
2	m1-acsf-cb_2	acsf	13	glia	Bergmann glia	366	3237037	178	NA	102	Bergmann glia	_ctl	54.98855898156246	3237037	0.24205358720070855	#A9A9A9	6	7	1.2738624537102055	13-aso7
2	m1-acsf-cb_2	acsf	13	glia	microglia	56	267650	20	NA	11	microglia	_ctl	74.72445357743321	267650	-0.2740700314916052	#A9A9A9	10	3	0.7602788299359828	13-aso7
2	m1-acsf-cb_2	acsf	13	glia	oligodendrocyte	182	1547743	185	NA	45	oligodendrocyte	_ctl	119.52888819397019	1547743	-0.07717166552090193	#A9A9A9	8	5	0.9257309238842453	13-aso7
2	m1-acsf-cb_2	acsf	13	glia	OPC	79	738285	34	NA	24	OPC	_ctl	46.052676134555085	738285	-0.009569978892627036	#A9A9A9	9	4	0.9904756676272471	13-aso7
2	m1-acsf-cb_2	acsf	13	neuron	Golgi	55	1769166	62	NA	67	Golgi	_ctl	35.04476120386668	1769166	-0.03662776179004767	#A9A9A9	4	9	0.9640349192010362	13-aso7
2	m1-acsf-cb_2	acsf	13	neuron	granule	6376	54228298	7790	NA	2004	granule	_ctl	143.65193611645344	54228298	-0.13274687247861092	#A9A9A9	1	12	0.8756867244670407	13-aso7
2	m1-acsf-cb_2	acsf	13	neuron	MLI	495	9185173	1117	NA	381	MLI	_ctl	121.60903229585332	9185173	-0.10497093315208202	#A9A9A9	3	10	0.9003506925625779	13-aso7
2	m1-acsf-cb_2	acsf	13	neuron	Purkinje	40	2612002	117	NA	70	Purkinje	_ctl	44.793227570269856	2612002	-0.14039485031741852	#A9A9A9	2	11	0.8690150367841081	13-aso7
