x	cluster	n_cells	vip_rpm	sst_rpm	pvalb_rpm	npy_rpm	prnp_residual	l95	u95
1	12	237	1127.2782877780428	20.68400528033106	11.819431588760606	55.40358557231534	0.8270651541257373	0.6075947174717848	1.0465355907796898
2	9	521	7170.373294105274	39.470421203925746	9.867605300981436	212.41318779481097	0.7872819714157622	0.720390411345099	0.8541735314864254
3	7	637	6756.0092610687325	33.453789055642595	11.592897197499909	414.3632684020682	0.8011525093003194	0.7089752038364223	0.8933298147642166
4	10	395	1270.9232634325538	25.019998623900076	6.48666630990002	385.9566454390512	0.6771149140592708	0.47112638440570487	0.8831034437128368
5	1	1275	8.564668210675896	1623.3690798894938	24.053961783174856	683.0778465472041	0.6583346234845497	0.4922815699727706	0.8243876769963289
6	3	939	19.28922749943338	1614.9651918275604	12.055767187145864	336.8000643651065	0.5848739630384341	0.5576472622667303	0.6121006638101378
7	4	898	18.16971734439534	20.093569769096025	221.02926746005627	80.5880404569064	0.5273509687721352	0.4279872776432171	0.6267146599010532
8	5	797	11.114079805316887	16.7822605060285	278.5188399212412	29.785733878249257	0.6429149376979952	0.49154476344089915	0.7942851119550913
9	6	688	22.229975865978375	32.86170345405499	299.9435874090705	57.024720699683655	0.38670101757820513	0.22865839811551641	0.5447436370408938
10	11	243	7.044551225010381	17.796760989499912	282.5235807083111	16.31369757370825	0.4598403763383747	0.22612717145970457	0.6935535812170448
11	8	606	10.4173575400313	188.55417147456657	620.3536415088639	137.1618742770788	0.4771120012243334	0.3805902772602764	0.5736337251883904
12	13	212	9.826806318182918	200.31566725526716	117.921675818195	197.29203454198012	0.7644643364999365	0.3937366590445162	1.1351920139553568
13	2	1063	11.11603737543969	28.87614306723414	8.43285593998873	2480.4095812575943	0.6434962110729181	0.4887294344646763	0.7982629876811599
